,date,team,player,action,notes
3811,2016-12-10,Magic,Nikola Vucevic,relinquished,placed on IL with bruised lower back
3812,2016-12-10,Nets,Justin Hamilton (b),relinquished,migraine headache (DTD)
3813,2016-12-10,Nuggets,Malik Beasley,relinquished,placed on IL
3814,2016-12-10,Nuggets,Wilson Chandler,relinquished,right hip injury (DTD)
3815,2016-12-10,Nuggets,Emmanuel Mudiay,acquired,activated from IL
3816,2016-12-10,Pelicans,Anthony Davis,relinquished,rest (DTD)
3817,2016-12-10,Warriors,Andre Iguodala,relinquished,placed on IL
3818,2016-12-10,Warriors,Kevon Looney,relinquished,placed on IL with ankle injury
3819,2016-12-10,Warriors,Zaur Pachulia / Zaza Pachulia,relinquished,bruised right wrist (DTD)
3820,2016-12-10,Warriors,James Michael McAdoo / James McAdoo (Michael),acquired,activated from IL
3821,2016-12-10,Warriors,Shaun Livingston,acquired,activated from IL
3822,2016-12-10,Magic,Stephen Zimmerman Jr.,acquired,activated from IL
3823,2016-12-11,76ers,Jerryd Bayless,relinquished,placed on IL with sore left wrist (out for season)
3824,2016-12-11,76ers,Sergio Rodriguez,relinquished,flu/gastroenteritis (DTD)
3825,2016-12-11,76ers,Jahlil Okafor,acquired,returned to lineup
3826,2016-12-11,76ers,Nerlens Noel,acquired,activated from IL
3827,2016-12-11,Clippers,Austin Rivers,relinquished,concussion (DTD)
3828,2016-12-11,Knicks,Kyle O'Quinn,relinquished,placed on IL with sprained right ankle
3829,2016-12-11,Knicks,Derrick Rose,acquired,activated from IL
3830,2016-12-11,Lakers,Tarik Black,relinquished,placed on IL with sprained right ankle
3831,2016-12-11,Lakers,D'Angelo Russell,acquired,activated from IL
3832,2016-12-11,Lakers,Nick Young,acquired,returned to lineup
3833,2016-12-11,Pelicans,E'Twaun Moore,acquired,returned to lineup
3834,2016-12-11,Pelicans,Jrue Holiday,acquired,returned to lineup
3835,2016-12-11,Pistons,Kentavious Caldwell-Pope,relinquished,placed on IL with bruised right knee
3836,2016-12-11,Pistons,Michael Gbinije,acquired,activated from IL
3837,2016-12-11,Warriors,Damian Jones,relinquished,placed on IL
3838,2016-12-11,Warriors,Zaur Pachulia / Zaza Pachulia,relinquished,placed on IL with bruised right wrist
3839,2016-12-11,Warriors,Andre Iguodala,acquired,activated from IL
3840,2016-12-11,Warriors,Kevon Looney,acquired,activated from IL
3841,2016-12-12,Blazers,Al-Farouq Aminu,acquired,returned to lineup
3842,2016-12-12,Clippers,Blake Griffin,acquired,returned to lineup
3843,2016-12-12,Clippers,Raymond Felton,acquired,returned to lineup
3844,2016-12-12,Heat,James Johnson,acquired,returned to lineup
3845,2016-12-12,Kings,Matt Barnes,relinquished,rest (DTD)
3846,2016-12-12,Nets,Justin Hamilton (b),relinquished,placed on IL
3847,2016-12-12,Nets,Jeremy Lin,acquired,activated from IL
3848,2016-12-12,Nuggets,Darrell Arthur,relinquished,sore knee (DTD)
3849,2016-12-12,Nuggets,Wilson Chandler,acquired,returned to lineup
3850,2016-12-12,Pacers,Monta Ellis,relinquished,placed on IL with strained right groin
3851,2016-12-12,Raptors,DeMarre Carroll,acquired,returned to lineup
3852,2016-12-12,Suns,Alex Len,relinquished,bruised right hip (DTD)
3853,2016-12-12,Pacers,Georges Niang,acquired,activated from IL
3854,2016-12-13,Blazers,Al-Farouq Aminu,relinquished,placed on IL with bruised back
3855,2016-12-13,Blazers,Tim Quarterman,acquired,activated from IL
3856,2016-12-13,Bulls,Rajon Rondo,relinquished,placed on IL with sprained right ankle
3857,2016-12-13,Bulls,R.J. Hunter,acquired,activated from IL
3858,2016-12-13,Cavaliers,Kyrie Irving,relinquished,placed on IL for rest
3859,2016-12-13,Cavaliers,Channing Frye,acquired,activated from IL
3860,2016-12-13,Grizzlies,Marc Gasol,relinquished,rest (DTD)
3861,2016-12-13,Grizzlies,Vince Carter,acquired,returned to lineup
3862,2016-12-13,Hawks,(James) Mike Scott,relinquished,placed on IL
3863,2016-12-13,Hawks,Kent Bazemore,acquired,activated from IL
3864,2016-12-13,Knicks,Marshall Plumlee,relinquished,placed on IL
3865,2016-12-13,Knicks,Kyle O'Quinn,acquired,activated from IL
3866,2016-12-13,Magic,C.J. Wilcox,relinquished,placed on IL
3867,2016-12-13,Rockets,Chinanu Onuaku,acquired,activated from IL
3868,2016-12-13,Thunder,Victor Oladipo,relinquished,sprained right wrist (DTD)
3869,2016-12-13,Timberwolves,John Lucas III,relinquished,placed on IL
3870,2016-12-13,Timberwolves,Nemanja Bjelica,acquired,activated from IL
3871,2016-12-13,Warriors,James Michael McAdoo / James McAdoo (Michael),relinquished,placed on IL
3872,2016-12-13,Warriors,Damian Jones,acquired,activated from IL
3873,2016-12-14,76ers,Nerlens Noel,relinquished,sprained left ankle (DTD)
3874,2016-12-14,76ers,Joel Embiid,acquired,returned to lineup
3875,2016-12-14,76ers,Sergio Rodriguez,acquired,returned to lineup
3876,2016-12-14,Bucks,Michael Beasley,relinquished,sprained left foot (DTD)
3877,2016-12-14,Cavaliers,Kevin Love,relinquished,rest (DTD)
3878,2016-12-14,Cavaliers,LeBron James,relinquished,rest (DTD)
3879,2016-12-14,Celtics,Gerald Green (b. 1986-01-26),relinquished,placed on IL with sore left hip
3880,2016-12-14,Celtics,Jordan Mickey,acquired,activated from IL
3881,2016-12-14,Clippers,Luc Richard Mbah a Moute / Luc Mbah a Moute,relinquished,sprained right shoulder (DTD)
3882,2016-12-14,Clippers,Austin Rivers,acquired,returned to lineup
3883,2016-12-14,Grizzlies,Deyonta Davis,relinquished,plantar fasciitis in left foot (DTD)
3884,2016-12-14,Grizzlies,Marc Gasol,acquired,returned to lineup
3885,2016-12-14,Heat,Justise Winslow,acquired,returned to lineup
3886,2016-12-14,Heat,Luke Babbitt,acquired,returned to lineup
3887,2016-12-14,Jazz,George Hill,relinquished,placed on IL with sprained left big toe
3888,2016-12-14,Jazz,Derrick Favors,acquired,activated from IL
3889,2016-12-14,Jazz,Rodney Hood,acquired,returned to lineup
3890,2016-12-14,Kings,Ben McLemore,relinquished,placed on IL for quadriceps injury / rest
3891,2016-12-14,Kings,DeMarcus Cousins,relinquished,rest (DTD)
3892,2016-12-14,Kings,Rudy Gay,relinquished,placed on IL for right hip flexor injury
3893,2016-12-14,Kings,Malachi Richardson,acquired,activated from IL
3894,2016-12-14,Kings,Matt Barnes,acquired,returned to lineup
3895,2016-12-14,Kings,Skal Labissiere,acquired,activated from IL
3896,2016-12-14,Knicks,Derrick Rose,relinquished,back spasms (DTD)
3897,2016-12-14,Lakers,Luke Walton,relinquished,"fined as head coach $15,000 by NBA for verbally abusing a referee and failing to leave the court in a timely manner after being his ejected from game"
3898,2016-12-14,Magic,C.J. Wilcox,acquired,activated from IL
3899,2016-12-14,Nets,Jeremy Lin,relinquished,placed on IL with sore back / tightness in back
3900,2016-12-14,Nets,Justin Hamilton (b),acquired,activated from IL
3901,2016-12-14,Pelicans,Tim Frazier,relinquished,sprained right wrist (DTD)
3902,2016-12-14,Pistons,Henry Ellenson,relinquished,placed on IL
3903,2016-12-14,Pistons,Kentavious Caldwell-Pope,acquired,activated from IL
3904,2016-12-14,Raptors,Lucas Nogueira,relinquished,sore right knee (DTD)
3905,2016-12-14,Rockets,Chinanu Onuaku,relinquished,placed on IL
3906,2016-12-14,Spurs,LaMarcus Aldridge,relinquished,placed on IL for rest
3907,2016-12-14,Spurs,Bryn Forbes,acquired,activated from IL
3908,2016-12-14,Wizards,Markieff Morris,relinquished,sore left foot (DTD)
3909,2016-12-15,76ers,Jerryd Bayless,relinquished,surgery on left wrist to repair torn ligament (out for season)
3910,2016-12-15,Bucks,Michael Beasley,relinquished,placed on IL with sprained left foot
3911,2016-12-15,Bucks,Steve Novak,acquired,activated from IL
3912,2016-12-15,Bulls,R.J. Hunter,relinquished,placed on IL
3913,2016-12-15,Bulls,Rajon Rondo,acquired,activated from IL
3914,2016-12-15,Hornets,Kemba Walker,relinquished,personal reasons (DTD)
3915,2016-12-15,Knicks,Carmelo Anthony,relinquished,placed on IL with sore right shoulder
3916,2016-12-15,Knicks,Derrick Rose,relinquished,placed on IL with sore lower back
3917,2016-12-15,Knicks,Marshall Plumlee,acquired,activated from IL
3918,2016-12-15,Knicks,Maurice Ndour / Maurice N'dour,acquired,activated from IL
3919,2016-12-15,Nuggets,Alonzo Gee,relinquished,placed on IL
3920,2016-12-15,Nuggets,Gary Harris,acquired,activated from IL
3921,2016-12-15,Pacers,Rodney Stuckey,relinquished,sore/strained left hamstring (DTD)
3922,2016-12-15,Pelicans,Tim Frazier,relinquished,placed on IL with sprained right wrist
3923,2016-12-15,Pelicans,Tyreke Evans,acquired,activated from IL
3924,2016-12-15,Suns,Alex Len,relinquished,placed on IL
3925,2016-12-15,Warriors,Damian Jones,relinquished,placed on IL
3926,2016-12-15,Warriors,James Michael McAdoo / James McAdoo (Michael),acquired,activated from IL
3927,2016-12-15,Suns,Derrick Jones Jr.,acquired,activated from IL
3928,2016-12-16,76ers,Hollis Thompson,relinquished,sore right knee (DTD)
3929,2016-12-16,76ers,Nerlens Noel,acquired,returned to lineup
3930,2016-12-16,Cavaliers,Chris Andersen,relinquished,torn ACL in right knee (out for season)
3931,2016-12-16,Celtics,Demetrius Jackson,relinquished,placed on IL
3932,2016-12-16,Celtics,Isaiah Thomas,acquired,activated from IL
3933,2016-12-16,Grizzlies,Wade Baldwin IV,relinquished,placed on IL
3934,2016-12-16,Grizzlies,Mike Conley Jr.,acquired,activated from IL
3935,2016-12-16,Heat,Tyler Johnson,relinquished,illness (DTD)
3936,2016-12-16,Kings,Omri Casspi,relinquished,placed on IL with illness
3937,2016-12-16,Kings,Ben McLemore,acquired,activated from IL
3938,2016-12-16,Lakers,Ivica Zubac,relinquished,placed on IL
3939,2016-12-16,Lakers,Tarik Black,acquired,activated from IL
3940,2016-12-16,Magic,C.J. Wilcox,relinquished,placed on IL
3941,2016-12-16,Magic,Stephen Zimmerman Jr.,relinquished,placed on IL
3942,2016-12-16,Magic,Nikola Vucevic,acquired,activated from IL
3943,2016-12-16,Nets,Justin Hamilton (b),relinquished,placed on IL
3944,2016-12-16,Nets,Jeremy Lin,acquired,activated from IL
3945,2016-12-16,Pelicans,Solomon Hill,relinquished,personal reasons (DTD)
3946,2016-12-16,Pelicans,Tyreke Evans,relinquished,placed on IL for rest
3947,2016-12-16,Pelicans,Tim Frazier,acquired,activated from IL
3948,2016-12-16,Raptors,Lucas Nogueira,acquired,returned to lineup
3949,2016-12-16,Rockets,Chinanu Onuaku,acquired,activated from IL
3950,2016-12-16,Wizards,Markieff Morris,acquired,returned to lineup
3951,2016-12-16,Rockets,Bobby Brown,relinquished,placed on IL
3952,2016-12-17,Cavaliers,Chris Andersen,relinquished,placed on IL with torn ACL in right knee
3953,2016-12-17,Cavaliers,Kevin Love,acquired,returned to lineup
3954,2016-12-17,Cavaliers,Kyrie Irving,acquired,activated from IL
3955,2016-12-17,Cavaliers,LeBron James,acquired,returned to lineup
3956,2016-12-17,Hawks,DeAndre' Bembry / DeAndre Bembry,relinquished,placed on IL
3957,2016-12-17,Hawks,(James) Mike Scott,acquired,activated from IL
3958,2016-12-17,Heat,Wayne Ellington,relinquished,strained right hamstring (DTD)
3959,2016-12-17,Hornets,Kemba Walker,acquired,returned to lineup
3960,2016-12-17,Knicks,Marshall Plumlee,relinquished,placed on IL
3961,2016-12-17,Knicks,Carmelo Anthony,acquired,activated from IL
3962,2016-12-17,Lakers,D'Angelo Russell,relinquished,placed on IL for rest
3963,2016-12-17,Lakers,Tarik Black,relinquished,sore right ankle (DTD)
3964,2016-12-17,Lakers,Ivica Zubac,acquired,activated from IL
3965,2016-12-17,Nuggets,Darrell Arthur,acquired,returned to lineup
3966,2016-12-17,Pistons,Jon Leuer,relinquished,placed on IL with back spasms
3967,2016-12-17,Suns,Derrick Jones Jr.,relinquished,placed on IL
3968,2016-12-17,Suns,John Jenkins,relinquished,placed on IL
3969,2016-12-17,Suns,Alex Len,acquired,activated from IL
3970,2016-12-17,Suns,T.J. Warren,acquired,activated from IL
3971,2016-12-17,Warriors,Anderson Varejao,relinquished,placed on IL
3972,2016-12-17,Warriors,Zaur Pachulia / Zaza Pachulia,acquired,activated from IL
3973,2016-12-17,Pistons,Henry Ellenson,acquired,activated from IL
3974,2016-12-18,76ers,Nik Stauskas,relinquished,sore left knee (DTD)
3975,2016-12-18,76ers,Hollis Thompson,acquired,returned to lineup
3976,2016-12-18,Celtics,Jordan Mickey,relinquished,placed on IL
3977,2016-12-18,Celtics,Gerald Green (b. 1986-01-26),acquired,activated from IL
3978,2016-12-18,Clippers,Luc Richard Mbah a Moute / Luc Mbah a Moute,acquired,returned to lineup
3979,2016-12-18,Grizzlies,James Ennis,acquired,returned to lineup
3980,2016-12-18,Heat,Tyler Johnson,acquired,returned to lineup
3981,2016-12-18,Kings,Omri Casspi,acquired,activated from IL
3982,2016-12-18,Nets,Spencer Dinwiddie,relinquished,placed on IL
3983,2016-12-18,Nets,Justin Hamilton (b),acquired,activated from IL
3984,2016-12-18,Pelicans,Solomon Hill,relinquished,placed on IL for personal reasons
3985,2016-12-18,Pelicans,Dante Cunningham,acquired,returned to lineup
3986,2016-12-18,Pelicans,Tyreke Evans,acquired,activated from IL
3987,2016-12-18,Raptors,Cory Joseph,relinquished,flu (DTD)
3988,2016-12-18,Spurs,LaMarcus Aldridge,acquired,activated from IL
3989,2016-12-18,Wizards,Jason Smith,relinquished,strained right hamstring (DTD)
3990,2016-12-18,Wizards,Kelly Oubre Jr.,relinquished,concussion (DTD)
3991,2016-12-18,Spurs,Bryn Forbes,relinquished,placed on IL
3992,2016-12-19,Cavaliers,Kevin Love,relinquished,bruised left knee (DTD)
3993,2016-12-19,Clippers,Blake Griffin,relinquished,arthroscopic surgery on right knee (out indefinitely) (date approximate)
3994,2016-12-19,Hawks,Dwight Howard,relinquished,placed on IL with sore back
3995,2016-12-19,Hawks,DeAndre' Bembry / DeAndre Bembry,acquired,activated from IL
3996,2016-12-19,Heat,Rodney McGruder,relinquished,sprained left ankle (DTD)
3997,2016-12-19,Mavericks,Andrew Bogut,relinquished,placed on IL with bone bruise in right knee
3998,2016-12-19,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,acquired,activated from IL
3999,2016-12-19,Pistons,Michael Gbinije,relinquished,placed on IL
4000,2016-12-19,Pistons,Jon Leuer,acquired,activated from IL
4001,2016-12-19,Rockets,Clint Capela,relinquished,fractured fibula in left leg (out indefinitely)
4002,2016-12-19,Thunder,Victor Oladipo,relinquished,placed on IL with sprained right wrist
4003,2016-12-19,Thunder,Josh Huestis,acquired,activated from IL
4004,2016-12-19,Wizards,Jason Smith,acquired,returned to lineup
4005,2016-12-19,Wizards,Kelly Oubre Jr.,acquired,returned to lineup
4006,2016-12-20,76ers,Nik Stauskas,acquired,returned to lineup
4007,2016-12-20,Blazers,Evan Turner,relinquished,sprained left ankle (DTD)
4008,2016-12-20,Celtics,James Young,relinquished,placed on IL
4009,2016-12-20,Celtics,Jordan Mickey,acquired,activated from IL
4010,2016-12-20,Clippers,Blake Griffin,relinquished,placed on IL with arthroscopic surgery on right knee
4011,2016-12-20,Jazz,Derrick Favors,relinquished,rehab of left knee (DTD)
4012,2016-12-20,Kings,DeMarcus Cousins,relinquished,fined an undisclosed amount by team for verbally abusing a reporter
4013,2016-12-20,Kings,Omri Casspi,relinquished,illness (DTD)
4014,2016-12-20,Knicks,Derrick Rose,acquired,activated from IL
4015,2016-12-20,Lakers,Tarik Black,relinquished,placed on IL with sore right ankle
4016,2016-12-20,Lakers,D'Angelo Russell,acquired,activated from IL
4017,2016-12-20,Nets,Brook Lopez,relinquished,placed on IL for rest
4018,2016-12-20,Nets,Isaiah Whitehead,relinquished,sore left foot (DTD)
4019,2016-12-20,Nets,Spencer Dinwiddie,acquired,activated from IL
4020,2016-12-20,Pelicans,Tyreke Evans,relinquished,placed on IL
4021,2016-12-20,Pelicans,Solomon Hill,acquired,activated from IL
4022,2016-12-20,Raptors,Cory Joseph,acquired,returned to lineup
4023,2016-12-20,Rockets,Clint Capela,relinquished,placed on IL with fractured fibula in left leg
4024,2016-12-20,Rockets,Chinanu Onuaku,acquired,activated from IL
4025,2016-12-20,Warriors,James Michael McAdoo / James McAdoo (Michael),relinquished,placed on IL
4026,2016-12-20,Warriors,Anderson Varejao,acquired,activated from IL
4027,2016-12-20,Clippers,Diamond Stone,acquired,activated from IL
4028,2016-12-20,Knicks,Maurice Ndour / Maurice N'dour,relinquished,placed on IL
4029,2016-12-21,Blazers,Evan Turner,relinquished,placed on IL with sprained left ankle
4030,2016-12-21,Blazers,Al-Farouq Aminu,acquired,activated from IL
4031,2016-12-21,Cavaliers,J.R. Smith,relinquished,fractured right thumb (out indefinitely)
4032,2016-12-21,Grizzlies,Deyonta Davis,relinquished,placed on IL with plantar fasciitis in left foot (DTD)
4033,2016-12-21,Grizzlies,Chandler Parsons,acquired,activated from IL
4034,2016-12-21,Hawks,Tim Hardaway Jr.,relinquished,sore groin (DTD)
4035,2016-12-21,Jazz,Dante Exum,relinquished,patellar tendinitis in left knee (DTD)
4036,2016-12-21,Jazz,Rodney Hood,relinquished,flu (DTD)
4037,2016-12-21,Lakers,Larry Nance Jr.,relinquished,bone bruise in left knee (DTD)
4038,2016-12-21,Pelicans,Reggie Williams,relinquished,placed on IL
4039,2016-12-21,Pelicans,Tyreke Evans,acquired,activated from IL
4040,2016-12-22,Celtics,Jordan Mickey,relinquished,placed on IL
4041,2016-12-22,Celtics,James Young,acquired,activated from IL
4042,2016-12-22,Lakers,Julius Randle,relinquished,personal reasons (DTD)
4043,2016-12-22,Lakers,Larry Nance Jr.,relinquished,bone bruise in left knee (DTD)
